time,temperature
1554594202,15.694625491314985
1554596005,16.663127839208645
1554597808,17.82070894920728
1554599670,19.231952657073133
1554601473,20.80683617332605
1554603276,23.19946096577392
1554605198,24.315925777346052
1554607309,25.26226528126204
1554609420,27.737244598051834
1554611203,18.434818567995936
1554612946,18.381314496877557
1554614688,30.839580886114273
1554616568,31.692944653701787
1554618634,32.284437776536684
1554620747,33.32281998992873
1554622623,34.010946647162505
1554624704,33.68434412812512
1554626642,33.12383906202875
1554628712,32.706151145970836
1554630787,31.732335386232613
1554632529,29.972829628233
1554634374,28.066017466445317
1554636198,27.19804642102767
1554638417,25.712301272332674
1554640460,24.851403367822876
1554642202,24.10027788814945
1554643944,24.628035910942916
1554645944,24.03095542357522
1554647853,23.690596991121737
1554649891,23.343842958684448
1554652046,23.031866233285175
1554654411,28.91021878384604
1554656477,22.70919213209166
1554658404,22.229765764419945
1554660712,21.721483916552508
1554662867,21.194829225108677
1554664815,20.982758701152274
1554666772,20.875060654886628
1554669021,20.39446899394363
1554671347,20.351558948219616
1554673474,20.356625374943043
1554675549,20.09297644070539
1554677466,20.129398967290374
1554679662,20.44883944219159
1554681732,20.96190527877339
1554683414,21.87562250157865
1554685712,22.694680389425848
1554688281,25.168422507394208
1554690609,27.45965385967391
1554692833,29.433379213557696
1554694948,30.093585042852784
1554696978,23.09041224385567
1554698978,23.158002456172415
1554701194,33.05462657546138
1554703275,33.632777978084576
1554705339,33.334337134183784
1554707431,33.915229835455605
1554709483,34.43240444582154
1554711707,34.115695535929376
1554713694,33.00136403277089
1554715941,32.49380422865502
1554718061,32.075284938302886
1554720109,30.986263581885243
1554722219,29.357780883924594
1554724495,28.82185108269164
1554726603,27.74787835802845
1554728408,28.851541141380316
1554730270,29.17554514733425
1554732132,29.369180675648344
1554733934,28.76385509706541
1554735737,27.59299297207733
1554737539,26.911060681811332
1554739525,31.01889212483101
1554741687,30.72146967684542
1554743427,25.565214873376544
1554745229,25.4415417729293
1554747092,24.808255472933563
1554748894,24.654098829067088
1554750697,24.466755284768634
1554752991,24.045533027541076
1554754842,23.085078917774165
1554756705,23.059724451900937
1554758520,23.2915447438356
1554760376,23.21716374660504
1554762053,22.647290013808462
1554763915,22.68690555964038
1554765717,22.30876881310486
1554767641,21.951196574234956
1554769442,22.08702937400593
1554771271,22.157775730987492
1554773048,22.283038308702807
1554774849,23.47865808210672
1554776659,24.12230432727151
1554778485,24.53523758079129
1554780137,25.813382813187705
1554782137,25.46971248490705
1554783923,25.987648300919172
1554785725,25.680623125290357
1554787663,27.56249274524279
1554789509,27.25183365869573
1554791428,28.798142638339627
1554793288,28.25471028826038
1554795156,28.903299853389665
1554796959,29.76762164024715
1554798913,29.15910898552467
1554800752,29.418281860752195
1554802666,29.27222747223014
1554804468,28.418520330084146
1554806271,27.98532375771796
1554808073,27.347369030801012
1554809935,26.78869837535624
1554811737,26.14724351224245
1554813539,25.746021845597852
1554815342,25.361768113965407
1554817145,25.07666904023432
1554818947,24.96240097813938
1554820749,24.662611959166462
1554822506,24.587168039905745
1554824354,24.036840575211418
1554826282,25.97747376458309
1554828151,26.277489375632776
1554873490,21.862940213653964
1554875363,21.583310665609392
1554877647,21.62560468897544
1554879929,21.629939219790963
1554881911,21.16317177869224
1554884013,21.104928798445897
1554885897,21.124180484701306
1554887797,20.75192963681185
1554889997,20.184373743849275
1554891896,19.838641923284047
1554893864,19.479307327676693
1554895826,19.146466642493642
1554897830,18.757263867563537
1554899992,18.989664428251736
1554902060,18.72046256544021
1554903982,17.780433900684823
1554905940,17.556488045157007
1554908163,17.647758068998154
1554910207,17.332811724848284
1554912570,22.031690082686985
1554914658,22.2466522186589
1554916607,17.703869085838235
1554918737,17.53572066829514
1554920900,17.746029170385896
1554923003,17.381050199487188
1554925090,17.331135717349678
1554927029,17.212073118618278
1554929210,17.25918443474545
1554931566,17.101483597194836
1554933818,17.38157839510367
1554936369,17.398496864398187
1554938512,17.52957207468819
1554940548,17.56139249150479
1554942830,17.786353881431427
1554945235,18.608083513171717
1554947217,18.803425109448266
1554949080,19.7540824367357
1554950882,19.908177386943283
1554952685,20.64172621739332
1554954487,21.715194776399446
1554956426,17.554767263845992
1554958632,17.527141386000046
1554960495,22.65140883566361
1554962357,22.62577976043322
1554964166,24.059312750276312
1554965963,24.074925848674507
1554967887,24.28150253682869
1554969906,24.204305876549878
1554971799,24.448740731550952
1554973622,24.68263786875678
1554975574,24.565062995644293
1554977440,24.20121883329065
1554979299,24.00022913138781
1554981170,23.479243933461717
1554983026,22.92998766019736
1554984971,21.96561025031585
1554986887,21.55847019947129
1554988861,20.930491826353425
1554990653,20.610857901809478
1554992516,20.12905506187814
1554994318,19.935538344262476
1554996184,19.833841434316188
1554998043,19.651735600401828
1554999850,21.622863739119204
1555001653,21.881460930225305
1555003631,18.976102747902633
1555005674,18.659070501573385
1555007605,18.588811077360518
1555009759,18.461679539494686
1555011803,18.368865733576705
1555013787,18.583069328355837
1555015829,18.400338396665973
1555017691,18.052976760254264
1555019735,18.26540651752811
1555021769,18.561299888005827
1555023552,18.471360894856304
1555025503,18.485669416366587
1555027315,18.89039120456261
1555029168,19.512864001909655
1555031112,20.167970994696343
1555033228,20.983750544088405
1555035184,21.764934326244855
1555037275,22.82571595593766
1555039202,24.652062995482986
1555041003,24.445500957364438
1555042929,19.45400616511426
1555044800,19.02959312279636
1555046711,25.887861887120177
1555048512,26.113152586554655
1555050315,26.24021546674611
1555052117,25.662402018093122
1555053919,25.903743829210626
1555055781,25.91831182074553
1555057584,25.807172348502622
1555059386,25.372213888200818
1555061188,23.370778633315552
1555062989,21.682701144702946
1555064791,22.772708170150317
1555066594,23.01805331395037
1555068456,22.883802212335993
1555070259,22.809728660660383
1555072061,22.703857665167718
1555073864,22.69597857616138
1555075665,22.543011861289244
1555077467,21.82167977533706
1555079270,21.448614608280916
1555081072,21.55966896251061
1555082935,21.381131347473527
1555084737,21.744143775059232
1555086487,25.436282967207433
1555088229,25.6268784180678
